"Agricultural methane emissions (% of total)","Agricultural nitrous oxide emissions (% of total)","Agriculture, forestry, and fishing, value added (current US$)","Changes in inventories (current US$)","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","CO2 emissions from gaseous fuel consumption (% of total)","CO2 emissions from gaseous fuel consumption (kt)","CO2 emissions from liquid fuel consumption (% of total)","CO2 emissions from liquid fuel consumption (kt)","CO2 emissions from manufacturing industries and construction (% of total fuel combustion)","CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)","CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)","CO2 emissions from solid fuel consumption (% of total)","CO2 emissions from solid fuel consumption (kt)","CO2 emissions from transport (% of total fuel combustion)","CO2 intensity (kg per kg of oil equivalent energy use)","Energy related methane emissions (% of total)","Exports of goods and services (current US$)","External balance on goods and services (current US$)","Final consumption expenditure (current US$)","GDP (current US$)","GDP per capita (current US$)","General government final consumption expenditure (current US$)","GNI (current US$)","Gross capital formation (current US$)","Gross domestic savings (current US$)","Gross fixed capital formation (current US$)","Gross national expenditure (current US$)","Gross savings (current US$)","Gross value added at basic prices (GVA) (current US$)","Households and NPISHs Final consumption expenditure (current US$)","Imports of goods and services (current US$)","Industry (including construction), value added (current US$)","Manufacturing, value added (current US$)","Net primary income (Net income from abroad) (current US$)","Net secondary income (Net current transfers from abroad) (current US$)","Nitrous oxide emissions in energy sector (% of total)","Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)","Services, value added (current US$)","Taxes less subsidies on products (current US$)","Year","Country"
"false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","true","false","false","false",,"true","Gabon"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,"false","false","false",,"true","Gambia, The"
"true","false",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Georgia"
"false","false",,"false","false",,,,,"false","false","true",,,"false",,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"true","true","false","false",,"true","true","Germany"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Ghana"
"false","false",,,"false","false","false","true","false","false","false","false","false","false","true","false","false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Gibraltar"
"true","true",,"false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false",,"false","false","false","false",,"false","false","false",,,,,"false","false",,"false","true","Greece"
"false","false",,,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,,,,,,"false","true","false",,,,"true","Greenland"
"false","true","false",,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,"false",,,"false","false","false","true","false","false","false","false","true","Grenada"
"false","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Guam"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false",,"true","Guatemala"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","true","false","false","false","false","true","Guinea"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Guinea-Bissau"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false",,"false","false","false","false","true","Guyana"
"true","true",,,"false","false","false","true","false","false","false","false","false","false","false","false","false",,,,"false","false",,"false",,,,,,,,,,,"false","true","false","false",,,"true","Haiti"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Honduras"
"false","false",,"false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false",,,"false","false",,,"false",,"true","false",,,"true","Hong Kong SAR, China"
"true","false",,,"false","false","false","false","false","false","false","false","false","false","false","true","false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Hungary"
"true","true",,"false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,,,"false","false",,,"true","Iceland"
"true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","India"
"false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false",,,"false","false","false",,"true","Indonesia"
"false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false","true","false","false","false","false","true","Iran, Islamic Rep."
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,"false","false","false",,"true","Iraq"
"true","true",,"false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false",,,,,"false","false",,"false","true","Ireland"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Isle of Man"
"false","false",,"false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false",,,"false","false","false",,"false","false","false",,"false","false",,,"false","true","false","false",,,"true","Israel"
"false","true",,"false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"false","true","false","false",,"true","true","Italy"
"true","true",,"false","false","false","false","true","false","true","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"false","true","false","false",,"false","true","Jamaica"
"true","false",,"false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false",,,"true","true","false","false",,"false","true","Japan"
"false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Jordan"
"false","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Kazakhstan"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false",,"false","true","Kenya"
"false","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","true","Kiribati"
"false","true",,,"false","false","false","false","false","true","false","false","true","false","false","true","true",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Korea, Dem. People's Rep."
"false","true","false","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Korea, Rep."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Kosovo"
"false","false",,"false","true","true","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false",,,"true","true","false","false",,,"true","Kuwait"
"true","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Kyrgyz Republic"
"true","true",,"false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false",,,,,"false","false",,,"true","Lao PDR"
"true","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Latvia"
"false","true",,,"true","false","false","true","false","false","false","false","false","false","false","true","false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Lebanon"
"true","true","false",,,,,,,,,,,,,,"false",,,,"false","false",,"false",,,,,,"false",,,"false","false","false","true","false","false","false","false","true","Lesotho"
"false","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Liberia"
"false","false",,,"true","false","false","true","false","false","false","false","false","false","false","true","true",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Libya"
,,,,,,,,,,,,,,,,,,,,"false","true",,"false",,,,,,,,,,,"false",,,,,,"true","Liechtenstein"
"true","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Lithuania"
"true","true",,"false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false",,,"false",,"false","false",,"false","true","Luxembourg"
"false","false",,"false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false",,,"false","false",,,,,"true",,,,"true","Macao SAR, China"
"true","true",,,,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false",,,"false","true","false","false",,,"true","Madagascar"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,"false",,,"false",,,,"false","false","false","false","true","Malawi"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Malaysia"
"false","false",,,,"false","false","true","false",,,,"false","false",,,"false","false","true",,"false","false",,"false",,,,,,,,"false",,,"false",,"false","false",,,"true","Maldives"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","true","false","false","false","false","true","Mali"
"false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","true","Malta"
"false","false",,,,,,,,,,,,,,,"false",,,,"false","false",,,,,,,,,,,,,,,"false",,,,"true","Marshall Islands"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Mauritania"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Mauritius"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Mexico"
"true","true",,,,,,,,,,,,,,,"false",,,,"false","false",,,,,,,,,,,,,,,"false",,,,"true","Micronesia, Fed. Sts."
"true","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Moldova"
,,,,,,,,,,,,,,,,,,,,"false","true",,,,,,,,,,,,,,,,,,,"true","Monaco"
"true","true","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","true","false","false",,"false","true","Mongolia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Montenegro"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Morocco"
"true","true",,"false","false","false","false","true","false","false","true","false","false","false","false","false","false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Mozambique"
"false","false",,,"false","true","false","false","false","false","false","false","false","false","false","false","false",,,,"false","false",,"false",,,,,,,,,,,"false","true","false","false",,,"true","Myanmar"
"true","true","false","false",,,,,,,,,,,,,"false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false",,"false","false","false","false","true","Namibia"
"false","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,,,,,,,,,,,,,,,,,"false",,,,"true","Nauru"
"true","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Nepal"
"false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Netherlands"
"true","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,,,,,,"false",,"false",,,,"true","New Caledonia"
"true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false","true","false","false","false","false","true","New Zealand"
"true","true",,,"false","false","false","true","false","false","false","false","false","false","false","false","false","false","true",,"false","false","false","false","false",,,,,,,"false",,,"false",,"false","false",,,"true","Nicaragua"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,"false","false","false",,"true","Niger"
"false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Nigeria"
"true","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","North Macedonia"
"false","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false",,,,"true","Northern Mariana Islands"
"false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","true","Norway"
"false","true","false",,"true","true","false","false","false","false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false",,"false","false",,"false","false","false",,"false",,"false","false",,,"true","Oman"
"true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Pakistan"
"false","false",,,,"false","false","true","false",,,,"false","false",,,"false",,,,,,,,,,,,,,,,,,,,"false",,,,"true","Palau"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Panama"
"false","false","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false",,"false","true","Papua New Guinea"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false",,"false","false","false","false",,"false","false","false","false","false",,,"false","false","false","false","true","Paraguay"
"true","true",,"false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false",,,"false",,"false","false",,,"true","Peru"
"true","true","false",,"false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"false","false",,"false","false","false",,"false",,"false","false","false",,"true","Philippines"
"false","true",,,"true","false","false","false","false","false","false","false","true","false","false","true","true",,,,,,,,,,,,,,,,,,"false","true","false","false",,,"true","Poland"
"false","true",,"false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"false","true","false","false",,"false","true","Portugal"
"false","true","false","false",,,,,,,,,,,,,"false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false",,"false","false","false",,"true","Puerto Rico"
"false","false",,,"true","true","false","false","false","true","false","false","false","false","false","false","true",,,,"false","false",,"false",,,,,,,,,,,"false",,"false","false",,,"true","Qatar"
"false","true",,,"false","false","false","false","false","true","false","false","false","false","false","true","true",,,,"false","false",,,,,,,,,,,,,,,"false","false",,,"true","Romania"
"false","true",,,,"false","false","false","false",,,,"false","false",,,"true",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Russian Federation"
"false","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false","true","false","false","false",,"true","Rwanda"
"true","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,,,,,,"false",,"false","false",,,"true","Samoa"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","San Marino"
"false","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Sao Tome and Principe"
"false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true",,"false",,"false","false","true","Saudi Arabia"
"true","true","false",,"false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","true","false","false","false","false","true","Senegal"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Serbia"
"false","false","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","true","Seychelles"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Sierra Leone"
"false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false",,"false","false","true","Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Sint Maarten (Dutch part)"
"true","true",,,"false",,,,,"false","false","false",,,"false",,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Slovak Republic"
"true","true",,,"true",,,,,"false","false","false",,,"false",,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Slovenia"
"true","true",,"false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false",,"false","false","false","false","false","false","false",,"false",,,"false","true","false","false",,"false","true","Solomon Islands"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false",,"false","false","false","false","false",,"false",,"false",,"false","false",,"false","false",,"false","true","Somalia"
"false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false",,"false","false","true","South Africa"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","South Sudan"
"true","true",,,"false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"false","true","false","false",,"false","true","Spain"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","true","false","false","false",,"true","Sri Lanka"
"false","true","false",,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,"false",,,"false","false","false","true","false","false","false","false","true","St. Kitts and Nevis"
"true","true",,"false",,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,,,,,,"false","true","false","false",,,"true","St. Lucia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","St. Martin (French part)"
"false","true","false",,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,"false",,,"false","false","false","true","false","false","false","false","true","St. Vincent and the Grenadines"
"true","true","false",,"false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Sudan"
"true","false","false",,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,"false",,,"false","false","false","true","false","false","false","false","true","Suriname"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Sweden"
"true","true",,"false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",,"false","false","false","false",,,"false","false",,,,,"false","false",,"false","true","Switzerland"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","true","false","false","false","false",,,"false","false",,,,"false","false","false",,,,"false","false",,,"true","Syrian Arab Republic"
"true","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Tajikistan"
"true","true",,,"false","false","false","true","false","false","false","false","false","false","false","false","false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Tanzania"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","true","false","false",,,"true","Thailand"
"true","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Timor-Leste"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,"false","false","false",,"true","Togo"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false",,"false","true","Tonga"
"false","false","false",,"true","true","false","false","false","false","false","false","false","false","false","true","true",,,,"false","false",,"false",,,,,,"false",,,"false",,"false","true","false",,"false","false","true","Trinidad and Tobago"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","true","Tunisia"
"true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Turkiye"
"false","true","false",,,,,,,,,,,,,,"true",,,"false","false","false","false",,"false","false",,"false",,"false","false",,"false",,,,"false","false","false",,"true","Turkmenistan"
"false","false",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"true","false",,,"true","Turks and Caicos Islands"
"false","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Tuvalu"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Uganda"
"true","true","false",,,,,,,,,,,,,,"false",,,,"false","false",,,,,,,,"false",,,"false",,,,"false","false","false","false","true","Ukraine"
"false","false","false",,"false","true","false","false","false","true","false","false","false","false","false","true","true",,,,"false","false",,,,,,,,,,,"false","false",,,"false","false","false",,"true","United Arab Emirates"
"false","false",,,"false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"false","true","false","false",,"true","true","United Kingdom"
"false","false",,"true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false",,,"true","false","false","false",,,"true","United States"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","true","Uruguay"
"false","true",,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Uzbekistan"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false",,,"true","Vanuatu"
"false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","Venezuela, RB"
"true","true","false",,"false","false","false","false","false","true","false","false","true","false","false","false","false","false","true",,"false","false",,,,,,,,,,"false","false",,,"true","false","false","false",,"true","Vietnam"
"false","true",,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Virgin Islands (U.S.)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","West Bank and Gaza"
"true","true",,,"false","false","false","true","false","false","false","false","false","false","true","false","false",,,,,,,,,,,,,,,,,,,,"false","false",,,"true","Yemen, Rep."
"true","true","false",,"false","false","false","true","false","true","false","false","false","false","false","false","false",,,,"false","false",,"false",,,,,,"false",,,"false","false","false","true","false","false","false","false","true","Zambia"
"true","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","true","Zimbabwe"
,,"false",,"true",,,,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false",,"false",,"false",,"false","false",,"false","false",,,,"false","false",,"true","Africa Eastern and Southern"
,,"false",,"false",,"false",,"false","false","false","false",,,"false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","false",,,,"false","false",,"true","Africa Western and Central"
,,"false",,"false",,"false",,"false","false","false","false",,,"false","true",,,,"false","false","false","false","false","false","false","false","false",,"false","false",,"false","false",,,,"false","false",,"true","Arab World"
,,"false",,"true",,,,"false","false","false","false",,,"false","true",,,,,"false","false",,"false",,,,,,"false",,,"false",,,,,"false",,,"true","Caribbean small states"
,,,,"true",,,,"false","false","false","false",,"false","false","true",,,,,,,,,,,,,,,,,,,,,,"false",,,"true","Central Europe and the Baltics"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false","false","true",,,,"false","true",,"true","Early-demographic dividend"
,,"false",,"false",,"false",,"false","false","false","false",,"false","false","true",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","true",,,,,"false",,,"true","East Asia & Pacific"
,,"false",,"false",,"false",,"false","true","false","false",,"false","false","true",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","false",,,,,"false","false",,"true","East Asia & Pacific (excluding high income)"
,,"false",,"false",,"false",,"false","true","false","false",,"false","false","true",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","false",,,,,"false","false",,"true","East Asia & Pacific (IDA & IBRD countries)"
,,,,"false",,,,,"false","false","false",,,"false",,,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false",,,,,,"false",,,"true","Euro area"
,,,,"false",,"true",,"false","false","false","false",,,"false","false",,"true",,"false","false","false","false","false","false","false","false","false",,"false","false","true",,,,,,"false",,,"true","Europe & Central Asia"
,,,,"false",,"false",,"false","false","false","false",,"false","false","true",,,,,,,,,,,,,,,,,,,,,,"false",,,"true","Europe & Central Asia (excluding high income)"
,,,,"true",,"false",,"false","false","false","false",,"false","false","true",,,,,,,,,,,,,,,,,,,,,,"false",,,"true","Europe & Central Asia (IDA & IBRD countries)"
,,,,"false",,,,,"false","false","false",,,"false","false",,"false",,"false","false","false","false","false","false","false","false","false",,"false","false","false",,,,,,"false",,,"true","European Union"
,,"false",,"false",,"false",,"false","false","false","false",,,"false","false",,,,"false","false","false",,"false",,"false",,,,"false","false",,,,,,,"false",,,"true","Fragile and conflict affected situations"
,,"false",,"false",,,,"false","false","false","false",,,"false","false",,"false",,"false","false","false","false","false",,"false",,,,,"false","false","false",,,,,"false","false",,"true","Heavily indebted poor countries (HIPC)"
,,,,"false",,"false",,"true","false","false","false",,"false","false","false",,"true",,"true","true","false","true","true","true","true","true","true",,"true","true","true",,,,,,"false",,,"true","High income"
,,"false",,"false",,"true",,"false","false","false","false",,"true","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","true",,,,,"true","true",,"true","IBRD only"
,,"true",,"false",,"true",,"false","false","false","false",,"true","false","false",,"false",,"false","false","false","false","false","false","false","false","false",,,"false","false","true",,,,,"true","true",,"true","IDA & IBRD total"
