SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,REGION_RATING_CLIENT_W_CITY,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21
191925,0,Cash loans,F,N,Y,1,180000,508495.5,24592.5,Unaccompanied,Working,Higher education,Married,House / apartment,0.019101,-18542,-575,-685,-2079,1,1,0,1,0,0,Medicine staff,2,0,0,0,0,0,0,Medicine,0.5022171026134231,0.7694206064109741,0.5352762504724826,0,4,0,-908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200334,0,Cash loans,M,Y,Y,0,135000,545040,35617.5,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.035792000000000004,-10917,-696,-5045,-3565,1,1,0,1,0,0,Managers,2,0,0,0,0,0,0,Business Entity Type 3,0.2292097872081124,0.6507498898246993,0.520897599048938,0,0,0,-2467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143223,0,Revolving loans,F,N,Y,0,180000,202500,10125,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-16374,-1861,-6265,-4642,1,1,0,1,0,0,Laborers,3,0,0,0,0,0,0,Industry: type 3,0.4480314313944712,0.16942917193574214,0.7713615919194317,1,1,1,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267512,0,Cash loans,F,N,Y,0,68850,333621,14319,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.028663,-9365,-170,-418,-882,1,1,1,1,0,0,Laborers,2,0,0,0,0,0,0,Other,0.5022171026134231,0.6544433450004522,0.5478104658520093,0,0,0,-423,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
409421,0,Cash loans,F,N,N,0,90000,206280,7906.5,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00496,-21076,365243,-2891,-1780,1,0,0,1,1,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.5512375470462971,0.6801388218428291,0,0,0,-555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115226,0,Cash loans,F,N,Y,1,157500,450000,21888,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.025164,-14280,-5341,-3237,-1116,1,1,1,1,1,0,Laborers,2,0,0,0,0,0,0,Government,0.5022171026134231,0.6192238326751902,0.38079968264891495,0,2,0,-1042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100653,0,Cash loans,F,N,Y,1,247500,755856,38722.5,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.009657,-12394,-853,-6408,-4913,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 1,0.15363424165228384,0.44985373217606905,0.375711009574066,0,1,0,-613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402325,1,Cash loans,F,N,Y,1,211500,545040,26640,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,0.02461,-11616,-756,-1434,-4035,1,1,0,1,0,0,Medicine staff,2,0,0,0,0,0,0,Kindergarten,0.5022171026134231,0.4780500140913232,0.7001838506835805,0,2,0,-303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352803,0,Cash loans,F,N,N,1,36000,343800,13090.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,-15785,-371,-4578,-4560,1,1,1,1,0,0,Laborers,3,0,0,0,0,0,0,Government,0.5069303428396789,0.3925564863773546,0.3046721837533529,0,1,0,-1334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326662,0,Cash loans,F,N,Y,0,180000,830214,24403.5,Family,Pensioner,Higher education,Married,House / apartment,0.0228,-20012,365243,-12063,-3529,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.6826107501622835,0.5773768280847238,0.5549467685334323,0,1,0,-322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156344,0,Revolving loans,F,Y,Y,0,315000,675000,33750,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010556,-22124,-6040,-2179,-3979,1,1,1,1,0,0,Managers,3,0,0,0,0,0,0,Self-employed,0.5022171026134231,0.5222702055183075,0.524496446363472,0,0,0,-268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246772,1,Cash loans,F,N,Y,1,45000,85320,5026.5,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018801,-12051,-4876,-1164,-3604,1,1,1,1,1,0,Cleaning staff,2,0,0,0,0,0,0,Business Entity Type 3,0.3653373168665279,0.4158119944504384,0.6347055309763198,0,0,0,-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334699,0,Cash loans,F,N,Y,2,171000,314100,13963.5,Unaccompanied,State servant,Higher education,Married,House / apartment,0.018029,-14445,-4783,-253,-4937,1,1,0,1,0,0,Accountants,3,0,0,0,0,0,0,Government,0.5022171026134231,0.5971232390100172,0.6263042766749393,0,0,0,-1761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397387,0,Cash loans,F,N,Y,0,144000,841500,27810,Family,Working,Secondary / secondary special,Married,House / apartment,0.015221,-18028,-2335,-4957,-1571,1,1,1,1,1,0,Laborers,2,0,0,0,0,0,0,Construction,0.5022171026134231,0.5811341308759016,0.6894791426446275,0,1,0,-1664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344071,0,Revolving loans,M,N,Y,1,67500,180000,9000,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-12602,-4420,-6287,-4208,1,1,0,1,0,1,Laborers,2,0,0,0,0,0,0,Business Entity Type 2,0.2406246708048385,0.5397822187917419,0.6848276586890367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340433,0,Cash loans,F,N,Y,0,90000,622188,22477.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018029,-13408,-461,-809,-5038,1,1,0,1,0,0,Sales staff,3,0,0,0,0,0,0,Trade: type 7,0.5022171026134231,0.6945886141400553,0.5937175866150576,0,3,0,-2341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450129,0,Cash loans,F,N,Y,0,45000,58500,5994,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.031329,-19147,365243,-10147,-1669,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.581671651965913,0.5352762504724826,0,6,0,-276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345327,0,Cash loans,F,N,Y,0,180000,1042560,40702.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-12435,-1422,-223,-4719,1,1,0,1,0,0,Sales staff,2,0,0,0,0,0,0,Trade: type 7,0.3302113732197213,0.0037054255548614468,0.5424451438613613,0,0,0,-1194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232997,0,Cash loans,M,N,N,0,157500,260640,27499.5,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.009175,-10980,-1143,-1243,-3566,1,1,0,1,1,1,High skill tech staff,2,0,0,0,0,0,0,Industry: type 9,0.3780237394739166,0.6969908647133654,0.7700870700124128,0,0,0,-3066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332460,0,Cash loans,F,N,Y,1,81000,755190,36459,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006305,-13963,-3666,-862,-3479,1,1,0,1,0,0,Laborers,3,0,0,0,0,0,0,Other,0.5022171026134231,0.6924086454184255,0.5919766183185521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147065,0,Cash loans,F,N,N,0,112500,1254739.5,66852,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.019101,-22849,365243,-2908,-1293,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.7684181528314764,0.7801436381572275,0,2,0,-2527,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130676,0,Cash loans,F,N,Y,0,85500,545040,20677.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.002042,-19910,-4053,-12671,-2456,1,1,1,1,1,0,Sales staff,3,0,0,0,0,1,1,Self-employed,0.5022171026134231,0.2623683879305321,0.7826078370261895,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141064,0,Cash loans,F,Y,Y,1,270000,568800,15772.5,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-8533,-280,-3299,-1215,1,1,0,1,0,0,Sales staff,2,0,0,0,0,0,0,Trade: type 3,0.5022171026134231,0.5914765284497697,0.5352762504724826,0,0,0,-1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439452,0,Cash loans,M,Y,N,2,90000,396706.5,31473,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003122,-13730,-133,-6730,-873,1,1,0,1,0,0,Laborers,3,0,0,0,0,0,0,Industry: type 9,0.15659050526062204,0.6000813937611358,0.19747451156854226,1,1,1,-2406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378224,0,Cash loans,F,Y,N,0,202500,1350000,43681.5,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.010006,-18831,-2773,-10433,-2341,1,1,0,1,1,0,Accountants,1,0,0,0,0,0,0,Business Entity Type 3,0.5022171026134231,0.5866860751486003,0.6279908192952864,0,1,0,-1576,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
263937,0,Cash loans,M,Y,N,0,247500,562491,27189,Family,Working,Secondary / secondary special,Married,House / apartment,0.011657,-10958,-1422,-10624,-3417,1,1,1,1,1,0,Drivers,1,0,0,0,0,0,0,Business Entity Type 2,0.5022171026134231,0.7105427860078986,0.4507472818545589,0,0,0,-244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129451,0,Cash loans,F,N,Y,0,270000,1125000,37309.5,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.035792000000000004,-11053,-2328,-5254,-3660,1,1,1,1,1,0,Core staff,2,0,0,0,0,0,0,Medicine,0.5022171026134231,0.7286551325115089,0.7826078370261895,0,4,0,-1051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395489,1,Cash loans,F,N,Y,1,117000,269550,18234,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.020246,-14224,-3045,-6391,-4851,1,1,0,1,0,0,Laborers,3,0,0,0,0,0,0,Business Entity Type 3,0.22015948716950084,0.08925309550829434,0.107532175802471,0,3,0,-1659,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131777,0,Cash loans,F,N,Y,1,112500,916470,26928,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-17100,-5373,-9134,-642,1,1,1,1,1,0,Medicine staff,2,0,0,0,0,1,1,Medicine,0.4437115493042633,0.7497130125973437,0.4066174366275036,0,1,0,-2652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214833,0,Revolving loans,F,N,Y,0,157500,585000,29250,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-15056,-285,-2177,-2367,1,1,0,1,0,0,Sales staff,1,0,0,0,0,0,0,Self-employed,0.5022171026134231,0.6434693364701927,0.4311917977993083,0,1,0,-361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227410,0,Cash loans,M,Y,Y,1,135000,313438.5,31765.5,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.00963,-12642,-567,-6145,-530,1,1,0,1,0,0,Managers,2,0,0,0,1,1,0,Business Entity Type 3,0.2066585822780964,0.6820593097569335,0.5585066276769286,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121995,0,Cash loans,F,Y,Y,0,157500,100737,10845,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.01885,-10700,-348,-1411,-3370,1,1,0,1,0,0,Sales staff,2,0,0,0,0,0,0,Business Entity Type 3,0.6379736019161036,0.6257653675004929,0.5971924268337128,0,8,0,-589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116286,0,Cash loans,M,Y,Y,3,202500,651595.5,35478,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-12552,-4750,-244,-4529,1,1,0,1,0,0,Medicine staff,1,0,0,0,0,0,0,Hotel,0.7322003604482975,0.44787377968164427,0.1986200451074864,0,1,0,-2557,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
228186,0,Revolving loans,M,Y,Y,0,315000,900000,45000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.04622,-17224,-4062,-102,-496,1,1,0,1,0,0,Managers,1,0,1,1,0,0,0,Business Entity Type 3,0.7959731325437187,0.73501500696106,0.5849900404894085,0,0,0,-864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423532,0,Cash loans,M,Y,Y,1,144000,294322.5,13720.5,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.018209,-9357,-767,-4165,-1996,1,1,1,1,1,0,Sales staff,3,0,0,0,0,1,1,Business Entity Type 3,0.2208614424528976,0.4683308737958981,0.5352762504724826,0,0,0,-273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347457,0,Cash loans,M,N,Y,1,126000,781920,43789.5,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.022625,-21442,-6842,-6887,-4951,1,1,0,1,0,0,Drivers,2,0,0,0,0,0,0,Medicine,0.5022171026134231,0.6930137674339959,0.5352762504724826,0,0,0,-1525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170830,0,Cash loans,M,Y,Y,0,157500,270000,11569.5,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.003069,-19610,365243,-11131,-1561,1,0,0,1,0,0,Laborers,3,0,0,0,0,0,0,XNA,0.5022171026134231,0.7615940121006913,0.5495965024956946,0,0,0,-2151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
362107,0,Cash loans,M,Y,Y,2,225000,1575000,43312.5,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.019689,-14783,-4597,-5408,-5229,1,1,0,1,0,0,Laborers,2,0,0,0,0,1,1,Business Entity Type 3,0.6003662136914018,0.34563424616428595,0.6754132910917112,0,2,0,-1936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238451,0,Cash loans,F,N,Y,0,45000,312768,13378.5,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-23450,365243,-10212,-3952,1,0,0,1,1,0,Laborers,3,0,0,0,0,0,0,XNA,0.7311174107675571,0.2191531321300608,0.5352762504724826,0,0,0,-1984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126926,0,Cash loans,M,Y,N,2,270000,327024,21852,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.008865999999999999,-14742,-7646,-8884,-4850,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Business Entity Type 2,0.5022171026134231,0.4364503617688284,0.5352762504724826,0,0,0,-1245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364417,0,Cash loans,F,Y,Y,0,135000,135000,13351.5,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.01885,-19087,-2028,-12782,-2610,1,1,0,1,1,0,Managers,2,0,0,0,0,0,0,Business Entity Type 3,0.931566155092486,0.6763226771081755,0.5352762504724826,0,1,0,-560,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150350,0,Cash loans,F,N,Y,0,135000,239850,24705,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.072508,-23015,365243,-13974,-4152,1,0,0,1,1,0,Laborers,1,0,0,0,0,0,0,XNA,0.5022171026134231,0.6856052038168127,0.7338145369642702,0,0,0,-481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205377,0,Cash loans,F,N,N,0,112500,808650,31333.5,Unaccompanied,State servant,Higher education,Married,House / apartment,0.035792000000000004,-16258,-1604,-2425,-4741,1,1,0,1,1,0,High skill tech staff,2,0,0,0,0,0,0,Government,0.6836650357016251,0.6604858181385238,0.20092608771597087,0,9,0,-2577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160651,0,Cash loans,F,N,Y,0,90000,276277.5,12298.5,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.022625,-21714,365243,-13481,-4736,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.7664706727634318,0.5814837058057234,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198495,0,Cash loans,F,Y,N,0,202500,592560,35937,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-14926,-1281,-4353,-4351,1,1,1,1,1,0,High skill tech staff,1,0,0,0,0,0,0,Business Entity Type 2,0.5022171026134231,0.7342604601086995,0.4311917977993083,0,1,0,-1134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363956,0,Cash loans,F,N,Y,0,90000,942300,27679.5,Group of people,Working,Secondary / secondary special,Single / not married,House / apartment,0.015221,-17969,-739,-3350,-1530,1,1,1,1,1,0,Cooking staff,2,0,0,0,0,0,0,Business Entity Type 3,0.6589615155514306,0.4372304127063595,0.8224987619370829,0,0,0,-248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396296,0,Cash loans,F,N,N,0,112500,545040,25407,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007273999999999998,-14678,-397,-2084,-2084,1,1,1,1,0,0,Laborers,2,0,0,0,0,0,0,Self-employed,0.5022171026134231,0.4577345454035196,0.31703177858344445,0,0,0,-1377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213807,0,Cash loans,F,N,N,0,126000,239850,23494.5,Unaccompanied,Pensioner,Lower secondary,Married,House / apartment,0.030755,-24829,365243,-3319,-4685,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.6777236920587889,0.7713615919194317,0,0,0,-568,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194960,0,Cash loans,F,N,Y,0,315000,398016,25564.5,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.04622,-12760,-797,-6581,-4543,1,1,0,1,0,0,Laborers,1,0,1,1,0,0,0,Business Entity Type 3,0.6238232897869335,0.7404306813192902,0.7047064232963289,0,2,0,-1842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444651,0,Cash loans,F,N,Y,0,36000,76410,7686,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.022625,-14004,-133,-6747,-4526,1,1,1,1,0,0,Cleaning staff,2,0,0,0,0,0,0,Telecom,0.5693626972617457,0.20673173911172588,0.7726311345553628,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199180,0,Cash loans,M,Y,Y,0,112500,331920,16096.5,Family,State servant,Secondary / secondary special,Married,House / apartment,0.00823,-20874,-2381,-6483,-4410,1,1,0,1,1,0,Drivers,2,0,0,0,0,1,1,Other,0.5022171026134231,0.5979225945167942,0.6894791426446275,0,2,0,-1985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235003,0,Cash loans,F,Y,N,0,162000,539100,26064,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008019,-18709,-442,-8555,-1987,1,1,1,1,1,0,Laborers,2,0,0,0,0,0,0,Self-employed,0.5022171026134231,0.3980606807565938,0.5154953751603267,0,0,0,-1664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160424,0,Cash loans,F,N,Y,2,112500,427869,26176.5,Unaccompanied,Commercial associate,Lower secondary,Married,House / apartment,0.035792000000000004,-21509,-112,-7611,-4634,1,1,0,1,0,0,Cleaning staff,2,0,0,0,0,0,0,Self-employed,0.2609348652930632,0.4268638620523085,0.5352762504724826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307402,0,Cash loans,F,N,Y,0,202500,656811,29061,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006233,-16132,-2597,-8926,-4491,1,1,0,1,0,0,Sales staff,2,0,0,0,0,0,0,Trade: type 7,0.5022171026134231,0.7390877417880367,0.5989262182569273,0,0,0,-1748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410398,0,Cash loans,M,Y,Y,0,103500,299772,20160,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.008575,-10475,-164,-5155,-3143,1,1,0,1,0,0,Laborers,2,0,0,0,0,1,1,Transport: type 4,0.2060447779045141,0.22429627333034632,0.39449540531239935,0,1,0,-1009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405988,0,Revolving loans,F,N,N,0,180000,450000,22500,Family,State servant,Higher education,Married,With parents,0.072508,-13642,-1339,-7773,-4087,1,1,0,0,0,0,Medicine staff,1,0,0,0,0,0,0,Medicine,0.5668251007163679,0.663475511902184,0.2366108235287817,1,2,0,-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
168497,0,Cash loans,F,N,N,0,112500,544491,15916.5,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.008865999999999999,-23008,365243,-10131,-4641,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.4562856759092172,0.7380196196295241,0,0,0,-1863,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154359,0,Revolving loans,M,N,Y,0,67500,292500,14625,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.025164,-23453,365243,-7529,-4762,1,0,0,1,0,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.4097218168317915,0.7151031019926098,0,0,0,-251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423566,0,Cash loans,F,N,Y,1,135000,270000,26833.5,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.018029,-10678,-1078,-305,-1166,1,1,1,1,1,0,Sales staff,3,0,0,0,0,0,0,Self-employed,0.4143907344697708,0.20951033079701328,0.5352762504724826,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173201,0,Cash loans,F,N,N,0,90000,66222,7083,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.00702,-15615,-1646,-761,-3873,1,1,0,1,0,0,Laborers,2,0,0,0,0,0,0,Industry: type 3,0.3658498646508949,0.7866090827816266,0.7352209993926424,0,0,0,-1967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308448,0,Cash loans,F,Y,Y,0,90000,450000,19066.5,Family,Working,Secondary / secondary special,Separated,House / apartment,0.022625,-13215,-179,-5721,-4418,1,1,1,1,1,0,Sales staff,2,0,0,0,0,0,0,Trade: type 3,0.3573897889819274,0.5163147731368093,0.5352762504724826,0,0,0,-2692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104142,0,Cash loans,F,N,Y,0,90000,625536,32067,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.010006,-20060,365243,-5354,-3396,1,0,0,1,1,0,Laborers,2,0,0,0,0,0,0,XNA,0.5022171026134231,0.7311254391116622,0.8327850252992314,1,4,0,-3054,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419188,0,Cash loans,F,N,Y,1,270000,180000,14350.5,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.009657,-13498,-2788,-1595,-2796,1,1,1,1,1,0,Accountants,2,0,0,0,0,0,0,Self-employed,0.5022171026134231,0.7588515901853621,0.4418358231994413,0,0,0,-1912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204891,0,Cash loans,M,N,Y,0,225000,1314117,38551.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-18215,-2898,-8719,-1768,1,1,0,1,0,0,Laborers,1,0,0,0,0,0,0,Business Entity Type 3,0.5022171026134231,0.6681804508145832,0.5478104658520093,0,0,0,-800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
347666,0,Cash loans,F,N,Y,0,112500,320382,15543,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0105,-13492,-856,-550,-846,1,1,0,1,0,0,Laborers,3,0,0,0,0,0,0,Agriculture,0.5022171026134231,0.4731088625561349,0.7366226976503176,0,0,0,-837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212451,1,Cash loans,F,N,Y,0,126000,640080,29970,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.014464,-9041,-940,-1019,-325,1,1,0,1,0,0,High skill tech staff,2,0,0,0,0,1,1,Business Entity Type 3,0.5022171026134231,0.3198533286308415,0.7394117535524816,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
